algorithm,workload,variant,phase,entities,change_percent,work_rounds,repetition,samples,changed_entities,arithmetic_per_tick,recomputed_entities,mean_ns,median_ns,p95_ns,p99_ns,maximum_ns,throughput_per_s,cycles_per_tick,miss_100us,miss_1ms,miss_16_67ms,persistent_bytes,temporary_bytes,event_bytes,working_bytes,source_call_depth,checksum
derived_vectors,change_density,stateless_full,tick_only,256,0,16,2,2001,0,24576,256,2348.226,2300,2300,2800,25200,425853.409,8933.169,0,0,0,6144,3072,0,9216,3,7677747130668419416
derived_vectors,change_density,stateful_event,tick_only,256,0,16,2,2001,0,0,0,23.138,0,100,100,100,43218142.549,181.973,0,0,0,9216,0,0,9216,4,7677747130668419416
derived_vectors,change_density,tick_selective,tick_only,256,0,16,2,2001,0,0,0,305.397,300,300,300,11600,3274423.171,1243.672,0,0,0,11264,0,0,11264,3,7677747130668419416
derived_vectors,change_density,stateless_full,frame_total,256,0,16,3,2001,0,24576,256,2377.561,2300,2600,3400,22000,420599.054,9053.725,0,0,0,6144,3072,0,9216,3,7677747130668419416
derived_vectors,change_density,stateful_event,frame_total,256,0,16,3,2001,0,0,0,23.888,0,100,100,100,41861924.686,182.542,0,0,0,9216,0,0,9216,4,7677747130668419416
derived_vectors,change_density,tick_selective,frame_total,256,0,16,3,2001,0,0,0,300.100,300,300,300,400,3332223.147,1230.782,0,0,0,11264,0,0,11264,3,7677747130668419416
derived_vectors,change_density,stateless_full,tick_only,256,0,16,3,2001,0,24576,256,2371.814,2300,2600,3300,21900,421618.205,9032.116,0,0,0,6144,3072,0,9216,3,7677747130668419416
derived_vectors,change_density,stateful_event,tick_only,256,0,16,3,2001,0,0,0,23.038,0,100,100,100,43405639.913,181.404,0,0,0,9216,0,0,9216,4,7677747130668419416
derived_vectors,change_density,tick_selective,tick_only,256,0,16,3,2001,0,0,0,326.437,300,500,600,10600,3063380.282,1326.128,0,0,0,11264,0,0,11264,3,7677747130668419416
derived_vectors,change_density,stateless_full,frame_total,256,0,16,4,2001,0,24576,256,2336.682,2300,2300,2600,18900,427957.311,8889.191,0,0,0,6144,3072,0,9216,3,7677747130668419416
derived_vectors,change_density,stateful_event,frame_total,256,0,16,4,2001,0,0,0,23.888,0,100,100,100,41861924.686,182.352,0,0,0,9216,0,0,9216,4,7677747130668419416
derived_vectors,change_density,tick_selective,frame_total,256,0,16,4,2001,0,0,0,304.948,300,300,300,9700,3279252.704,1241.397,0,0,0,11264,0,0,11264,3,7677747130668419416
derived_vectors,change_density,stateless_full,tick_only,256,0,16,4,2001,0,24576,256,2327.886,2300,2300,2600,13200,429574.290,8875.734,0,0,0,6144,3072,0,9216,3,7677747130668419416
derived_vectors,change_density,stateful_event,tick_only,256,0,16,4,2001,0,0,0,23.338,0,100,100,100,42847965.739,181.973,0,0,0,9216,0,0,9216,4,7677747130668419416
derived_vectors,change_density,tick_selective,tick_only,256,0,16,4,2001,0,0,0,302.849,300,300,300,6400,3301980.198,1241.018,0,0,0,11264,0,0,11264,3,7677747130668419416
derived_vectors,change_density,stateless_full,frame_total,256,0,16,5,2001,0,24576,256,2336.182,2300,2400,2700,15700,428048.859,8908.148,0,0,0,6144,3072,0,9216,3,7677747130668419416
derived_vectors,change_density,stateful_event,frame_total,256,0,16,5,2001,0,0,0,23.738,0,100,100,100,42126315.789,182.732,0,0,0,9216,0,0,9216,4,7677747130668419416
derived_vectors,change_density,tick_selective,frame_total,256,0,16,5,2001,0,0,0,311.544,300,300,400,11600,3209817.132,1250.875,0,0,0,11264,0,0,11264,3,7677747130668419416
derived_vectors,change_density,stateless_full,tick_only,256,0,16,5,2001,0,24576,256,2547.826,2500,2700,3000,30100,392491.468,9669.780,0,0,0,6144,3072,0,9216,3,7677747130668419416
derived_vectors,change_density,stateful_event,tick_only,256,0,16,5,2001,0,0,0,28.436,0,100,100,11300,35166959.578,193.347,0,0,0,9216,0,0,9216,4,7677747130668419416
derived_vectors,change_density,tick_selective,tick_only,256,0,16,5,2001,0,0,0,302.149,300,300,300,4800,3309626.199,1238.554,0,0,0,11264,0,0,11264,3,7677747130668419416
derived_vectors,change_density,stateless_full,frame_total,256,0,16,6,2001,0,24576,256,2395.552,2300,2600,3300,23800,417440.284,9099.409,0,0,0,6144,3072,0,9216,3,7677747130668419416
derived_vectors,change_density,stateful_event,frame_total,256,0,16,6,2001,0,0,0,23.438,0,100,100,100,42665245.203,182.731,0,0,0,9216,0,0,9216,4,7677747130668419416
derived_vectors,change_density,tick_selective,frame_total,256,0,16,6,2001,0,0,0,319.390,300,300,500,18800,3130965.420,1289.544,0,0,0,11264,0,0,11264,3,7677747130668419416
derived_vectors,change_density,stateless_full,tick_only,256,0,16,6,2001,0,24576,256,2381.059,2300,2600,3200,35100,419981.110,9009.561,0,0,0,6144,3072,0,9216,3,7677747130668419416
derived_vectors,change_density,stateful_event,tick_only,256,0,16,6,2001,0,0,0,22.689,0,100,100,100,44074889.868,181.594,0,0,0,9216,0,0,9216,4,7677747130668419416
derived_vectors,change_density,tick_selective,tick_only,256,0,16,6,2001,0,0,0,311.394,300,300,600,10600,3211362.542,1267.556,0,0,0,11264,0,0,11264,3,7677747130668419416
derived_vectors,change_density,stateless_full,frame_total,256,0,16,7,2001,0,24576,256,2340.180,2300,2300,3100,13600,427317.573,8910.422,0,0,0,6144,3072,0,9216,3,7677747130668419416
derived_vectors,change_density,stateful_event,frame_total,256,0,16,7,2001,0,0,0,24.888,0,100,100,200,40180722.892,193.346,0,0,0,9216,0,0,9216,4,7677747130668419416
derived_vectors,change_density,tick_selective,frame_total,256,0,16,7,2001,0,0,0,300.650,300,300,300,400,3326130.319,1232.677,0,0,0,11264,0,0,11264,3,7677747130668419416
derived_vectors,change_density,stateless_full,tick_only,256,0,16,7,2001,0,24576,256,2361.169,2300,2600,3100,15900,423518.954,9004.440,0,0,0,6144,3072,0,9216,3,7677747130668419416
derived_vectors,change_density,stateful_event,tick_only,256,0,16,7,2001,0,0,0,22.789,0,100,100,100,43881578.947,181.784,0,0,0,9216,0,0,9216,4,7677747130668419416
derived_vectors,change_density,tick_selective,tick_only,256,0,16,7,2001,0,0,0,367.516,300,600,700,22300,2720968.181,1479.668,0,0,0,11264,0,0,11264,3,7677747130668419416
derived_vectors,change_density,stateless_full,frame_total,256,0,16,8,2001,0,24576,256,2378.811,2300,2600,3400,21100,420378.151,9041.026,0,0,0,6144,3072,0,9216,3,7677747130668419416
derived_vectors,change_density,stateful_event,frame_total,256,0,16,8,2001,0,0,0,23.338,0,100,100,100,42847965.739,182.731,0,0,0,9216,0,0,9216,4,7677747130668419416
derived_vectors,change_density,tick_selective,frame_total,256,0,16,8,2001,0,0,0,305.797,300,300,300,10900,3270142.180,1242.724,0,0,0,11264,0,0,11264,3,7677747130668419416
derived_vectors,change_density,stateless_full,tick_only,256,0,16,8,2001,0,24576,256,2344.478,2300,2300,2900,23000,426534.223,8923.691,0,0,0,6144,3072,0,9216,3,7677747130668419416
derived_vectors,change_density,stateful_event,tick_only,256,0,16,8,2001,0,0,0,23.238,0,100,100,100,43032258.065,181.594,0,0,0,9216,0,0,9216,4,7677747130668419416
derived_vectors,change_density,tick_selective,tick_only,256,0,16,8,2001,0,0,0,304.998,300,300,300,10200,3278715.386,1243.103,0,0,0,11264,0,0,11264,3,7677747130668419416
derived_vectors,change_density,stateless_full,frame_total,256,0,16,9,2001,0,24576,256,2365.117,2300,2600,3200,21400,422811.985,9017.331,0,0,0,6144,3072,0,9216,3,7677747130668419416
derived_vectors,change_density,stateful_event,frame_total,256,0,16,9,2001,0,0,0,23.538,0,100,100,100,42484076.433,182.542,0,0,0,9216,0,0,9216,4,7677747130668419416
derived_vectors,change_density,tick_selective,frame_total,256,0,16,9,2001,0,0,0,300.200,300,300,300,400,3331113.701,1232.109,0,0,0,11264,0,0,11264,3,7677747130668419416
derived_vectors,change_density,stateless_full,tick_only,256,0,16,9,2001,0,24576,256,2329.735,2300,2300,2600,16400,429233.343,8884.832,0,0,0,6144,3072,0,9216,3,7677747130668419416
derived_vectors,change_density,stateful_event,tick_only,256,0,16,9,2001,0,0,0,23.138,0,100,100,100,43218142.549,181.973,0,0,0,9216,0,0,9216,4,7677747130668419416
derived_vectors,change_density,tick_selective,tick_only,256,0,16,9,2001,0,0,0,307.196,300,300,300,10700,3255246.462,1248.790,0,0,0,11264,0,0,11264,3,7677747130668419416
derived_vectors,change_density,stateless_full,frame_total,256,0,16,10,2001,0,24576,256,2344.028,2300,2400,3200,12200,426616.067,8929.379,0,0,0,6144,3072,0,9216,3,7677747130668419416
derived_vectors,change_density,stateful_event,frame_total,256,0,16,10,2001,0,0,0,23.488,0,100,100,100,42574468.085,182.542,0,0,0,9216,0,0,9216,4,7677747130668419416
derived_vectors,change_density,tick_selective,frame_total,256,0,16,10,2001,0,0,0,308.296,300,300,300,16200,3243637.543,1250.686,0,0,0,11264,0,0,11264,3,7677747130668419416
derived_vectors,change_density,stateless_full,tick_only,256,0,16,10,2001,0,24576,256,2332.284,2300,2300,2600,13400,428764.276,8883.126,0,0,0,6144,3072,0,9216,3,7677747130668419416
derived_vectors,change_density,stateful_event,tick_only,256,0,16,10,2001,0,0,0,25.637,0,100,100,200,39005847.953,196.569,0,0,0,9216,0,0,9216,4,7677747130668419416
derived_vectors,change_density,tick_selective,tick_only,256,0,16,10,2001,0,0,0,307.946,300,300,500,700,3247322.298,1266.039,0,0,0,11264,0,0,11264,3,7677747130668419416
derived_vectors,change_density,stateless_full,frame_total,256,0,16,11,2001,0,24576,256,2330.885,2300,2300,2500,13700,429021.676,8880.472,0,0,0,6144,3072,0,9216,3,7677747130668419416
derived_vectors,change_density,stateful_event,frame_total,256,0,16,11,2001,0,0,0,23.538,0,100,100,100,42484076.433,182.731,0,0,0,9216,0,0,9216,4,7677747130668419416
derived_vectors,change_density,tick_selective,frame_total,256,0,16,11,2001,0,0,0,304.998,300,300,300,10000,3278715.386,1240.828,0,0,0,11264,0,0,11264,3,7677747130668419416
derived_vectors,change_density,stateless_full,tick_only,256,0,16,11,2001,0,24576,256,2478.711,2300,2700,3400,25800,403435.553,9368.577,0,0,0,6144,3072,0,9216,3,7677747130668419416
derived_vectors,change_density,stateful_event,tick_only,256,0,16,11,2001,0,0,0,23.088,0,100,100,100,43311688.312,181.784,0,0,0,9216,0,0,9216,4,7677747130668419416
derived_vectors,change_density,tick_selective,tick_only,256,0,16,11,2001,0,0,0,303.548,300,300,300,7000,3294369.444,1256.371,0,0,0,11264,0,0,11264,3,7677747130668419416
derived_vectors,change_density,stateless_full,frame_total,256,1,16,1,2001,3,24576,256,2363.468,2300,2400,2800,22300,423107.014,9005.768,0,0,0,6144,3072,0,9216,3,6906188475626994089
derived_vectors,change_density,stateful_event,frame_total,256,1,16,1,2001,3,288,3,102.249,100,100,200,200,9780058.651,510.662,0,0,0,9216,0,84,9300,4,6906188475626994089
derived_vectors,change_density,tick_selective,frame_total,256,1,16,1,2001,3,288,3,353.473,300,400,400,12800,2829068.288,1443.842,0,0,0,11264,0,84,11348,3,6906188475626994089
derived_vectors,change_density,stateless_full,tick_only,256,1,16,1,2001,3,24576,256,2402.049,2300,2600,3400,22400,416311.245,9188.688,0,0,0,6144,3072,0,9216,3,6906188475626994089
derived_vectors,change_density,stateful_event,tick_only,256,1,16,1,2001,3,288,3,23.988,0,100,100,100,41687500.000,505.164,0,0,0,9216,0,84,9300,4,6906188475626994089
derived_vectors,change_density,tick_selective,tick_only,256,1,16,1,2001,3,288,3,344.728,300,400,400,12300,2900840.823,1447.444,0,0,0,11264,0,84,11348,3,6906188475626994089
derived_vectors,change_density,stateless_full,frame_total,256,1,16,2,2001,3,24576,256,2703.448,2600,3000,3400,41600,369897.959,10246.598,0,0,0,6144,3072,0,9216,3,14747429369322771569
derived_vectors,change_density,stateful_event,frame_total,256,1,16,2,2001,3,288,3,104.898,100,100,200,300,9533111.005,533.029,0,0,0,9216,0,84,9300,4,14747429369322771569
derived_vectors,change_density,tick_selective,frame_total,256,1,16,2,2001,3,288,3,461.769,400,500,600,34900,2165584.416,1773.479,0,0,0,11264,0,84,11348,3,14747429369322771569
derived_vectors,change_density,stateless_full,tick_only,256,1,16,2,2001,3,24576,256,2524.538,2300,3100,3500,30300,396112.123,9659.165,0,0,0,6144,3072,0,9216,3,14747429369322771569
derived_vectors,change_density,stateful_event,tick_only,256,1,16,2,2001,3,288,3,22.239,0,100,100,100,44966292.135,511.230,0,0,0,9216,0,84,9300,4,14747429369322771569
derived_vectors,change_density,tick_selective,tick_only,256,1,16,2,2001,3,288,3,447.076,400,600,700,1100,2236753.856,1894.225,0,0,0,11264,0,84,11348,3,14747429369322771569
derived_vectors,change_density,stateless_full,frame_total,256,1,16,3,2001,3,24576,256,2655.222,2600,2900,3400,34100,376616.288,10117.319,0,0,0,6144,3072,0,9216,3,3536245257905014419
derived_vectors,change_density,stateful_event,frame_total,256,1,16,3,2001,3,288,3,105.647,100,200,200,400,9465468.307,542.887,0,0,0,9216,0,84,9300,4,3536245257905014419
derived_vectors,change_density,tick_selective,frame_total,256,1,16,3,2001,3,288,3,444.328,400,600,700,29000,2250590.485,1792.434,0,0,0,11264,0,84,11348,3,3536245257905014419
derived_vectors,change_density,stateless_full,tick_only,256,1,16,3,2001,3,24576,256,2568.266,2500,3000,3600,32000,389367.788,9789.011,0,0,0,6144,3072,0,9216,3,3536245257905014419
derived_vectors,change_density,stateful_event,tick_only,256,1,16,3,2001,3,288,3,23.738,0,100,100,300,42126315.789,515.590,0,0,0,9216,0,84,9300,4,3536245257905014419
derived_vectors,change_density,tick_selective,tick_only,256,1,16,3,2001,3,288,3,456.322,400,600,700,27800,2191435.768,1842.667,0,0,0,11264,0,84,11348,3,3536245257905014419
derived_vectors,change_density,stateless_full,frame_total,256,1,16,4,2001,3,24576,256,2577.361,2300,3200,3600,31600,387993.718,9708.071,0,0,0,6144,3072,0,9216,3,9612264687757222395
derived_vectors,change_density,stateful_event,frame_total,256,1,16,4,2001,3,288,3,115.392,100,100,200,18500,8666089.216,541.180,0,0,0,9216,0,84,9300,4,9612264687757222395
derived_vectors,change_density,tick_selective,frame_total,256,1,16,4,2001,3,288,3,352.574,300,400,400,14800,2836286.322,1446.876,0,0,0,11264,0,84,11348,3,9612264687757222395
derived_vectors,change_density,stateless_full,tick_only,256,1,16,4,2001,3,24576,256,2646.177,2600,3200,3600,32800,377903.683,10106.138,0,0,0,6144,3072,0,9216,3,9612264687757222395
derived_vectors,change_density,stateful_event,tick_only,256,1,16,4,2001,3,288,3,24.038,0,100,100,200,41600831.601,550.468,0,0,0,9216,0,84,9300,4,9612264687757222395
derived_vectors,change_density,tick_selective,tick_only,256,1,16,4,2001,3,288,3,348.476,300,400,400,19500,2869640.040,1451.614,0,0,0,11264,0,84,11348,3,9612264687757222395
derived_vectors,change_density,stateless_full,frame_total,256,1,16,5,2001,3,24576,256,2478.711,2300,3000,3600,24200,403435.553,9464.871,0,0,0,6144,3072,0,9216,3,9860297604183648973
derived_vectors,change_density,stateful_event,frame_total,256,1,16,5,2001,3,288,3,123.988,100,200,200,25000,8065296.252,603.923,0,0,0,9216,0,84,9300,4,9860297604183648973
derived_vectors,change_density,tick_selective,frame_total,256,1,16,5,2001,3,288,3,555.822,500,600,700,23700,1799136.846,2242.249,0,0,0,11264,0,84,11348,3,9860297604183648973
derived_vectors,change_density,stateless_full,tick_only,256,1,16,5,2001,3,24576,256,2457.771,2300,2900,3500,29100,406872.712,9386.965,0,0,0,6144,3072,0,9216,3,9860297604183648973
derived_vectors,change_density,stateful_event,tick_only,256,1,16,5,2001,3,288,3,23.988,0,100,100,200,41687500.000,554.449,0,0,0,9216,0,84,9300,4,9860297604183648973
derived_vectors,change_density,tick_selective,tick_only,256,1,16,5,2001,3,288,3,354.773,300,400,600,19000,2818706.860,1479.478,0,0,0,11264,0,84,11348,3,9860297604183648973
derived_vectors,change_density,stateless_full,frame_total,256,1,16,6,2001,3,24576,256,2373.963,2300,2600,3300,17100,421236.553,9075.904,0,0,0,6144,3072,0,9216,3,13764575336493393022
derived_vectors,change_density,stateful_event,frame_total,256,1,16,6,2001,3,288,3,106.447,100,200,200,700,9394366.197,538.906,0,0,0,9216,0,84,9300,4,13764575336493393022
derived_vectors,change_density,tick_selective,frame_total,256,1,16,6,2001,3,288,3,447.026,400,700,800,12900,2237003.913,1855.367,0,0,0,11264,0,84,11348,3,13764575336493393022
derived_vectors,change_density,stateless_full,tick_only,256,1,16,6,2001,3,24576,256,2564.068,2300,3100,3600,33800,390005.262,9761.525,0,0,0,6144,3072,0,9216,3,13764575336493393022
derived_vectors,change_density,stateful_event,tick_only,256,1,16,6,2001,3,288,3,25.287,0,100,100,200,39545454.545,567.718,0,0,0,9216,0,84,9300,4,13764575336493393022
derived_vectors,change_density,tick_selective,tick_only,256,1,16,6,2001,3,288,3,402.199,400,500,700,1000,2486332.008,1716.043,0,0,0,11264,0,84,11348,3,13764575336493393022
derived_vectors,change_density,stateless_full,frame_total,256,1,16,7,2001,3,24576,256,2389.055,2300,2600,3300,30300,418575.463,9087.086,0,0,0,6144,3072,0,9216,3,15717949889732391013
derived_vectors,change_density,stateful_event,frame_total,256,1,16,7,2001,3,288,3,107.796,100,100,200,9700,9276773.296,519.381,0,0,0,9216,0,84,9300,4,15717949889732391013
derived_vectors,change_density,tick_selective,frame_total,256,1,16,7,2001,3,288,3,347.476,300,400,500,900,2877894.434,1446.306,0,0,0,11264,0,84,11348,3,15717949889732391013
derived_vectors,change_density,stateless_full,tick_only,256,1,16,7,2001,3,24576,256,2355.022,2300,2400,3100,20500,424624.395,9014.490,0,0,0,6144,3072,0,9216,3,15717949889732391013
derived_vectors,change_density,stateful_event,tick_only,256,1,16,7,2001,3,288,3,22.789,0,100,100,100,43881578.947,516.728,0,0,0,9216,0,84,9300,4,15717949889732391013
derived_vectors,change_density,tick_selective,tick_only,256,1,16,7,2001,3,288,3,335.832,300,400,400,400,2977678.571,1419.389,0,0,0,11264,0,84,11348,3,15717949889732391013
derived_vectors,change_density,stateless_full,frame_total,256,1,16,8,2001,3,24576,256,2367.816,2300,2500,3000,24000,422330.097,9042.352,0,0,0,6144,3072,0,9216,3,14033783174880759367
derived_vectors,change_density,stateful_event,frame_total,256,1,16,8,2001,3,288,3,103.098,100,100,200,200,9699466.796,525.257,0,0,0,9216,0,84,9300,4,14033783174880759367
derived_vectors,change_density,tick_selective,frame_total,256,1,16,8,2001,3,288,3,350.125,300,400,600,900,2856123.323,1457.111,0,0,0,11264,0,84,11348,3,14033783174880759367
derived_vectors,change_density,stateless_full,tick_only,256,1,16,8,2001,3,24576,256,2435.032,2300,2700,3400,28900,410672.140,9272.663,0,0,0,6144,3072,0,9216,3,14033783174880759367
derived_vectors,change_density,stateful_event,tick_only,256,1,16,8,2001,3,288,3,23.538,0,100,100,100,42484076.433,511.609,0,0,0,9216,0,84,9300,4,14033783174880759367
derived_vectors,change_density,tick_selective,tick_only,256,1,16,8,2001,3,288,3,343.828,300,400,400,13100,2908430.233,1443.084,0,0,0,11264,0,84,11348,3,14033783174880759367
derived_vectors,change_density,stateless_full,frame_total,256,1,16,9,2001,3,24576,256,2480.810,2300,3200,3500,26400,403094.216,9460.323,0,0,0,6144,3072,0,9216,3,10220312774983737181
derived_vectors,change_density,stateful_event,frame_total,256,1,16,9,2001,3,288,3,102.499,100,100,200,200,9756216.480,511.420,0,0,0,9216,0,84,9300,4,10220312774983737181
derived_vectors,change_density,tick_selective,frame_total,256,1,16,9,2001,3,288,3,344.228,300,400,400,1000,2905052.265,1430.384,0,0,0,11264,0,84,11348,3,10220312774983737181
derived_vectors,change_density,stateless_full,tick_only,256,1,16,9,2001,3,24576,256,2347.326,2300,2400,3100,18700,426016.606,9001.788,0,0,0,6144,3072,0,9216,3,10220312774983737181
derived_vectors,change_density,stateful_event,tick_only,256,1,16,9,2001,3,288,3,23.138,0,100,100,100,43218142.549,517.486,0,0,0,9216,0,84,9300,4,10220312774983737181
derived_vectors,change_density,tick_selective,tick_only,256,1,16,9,2001,3,288,3,338.331,300,400,400,500,2955686.854,1423.181,0,0,0,11264,0,84,11348,3,10220312774983737181
derived_vectors,change_density,stateless_full,frame_total,256,1,16,10,2001,3,24576,256,2410.545,2300,2600,3200,23300,414843.993,9203.286,0,0,0,6144,3072,0,9216,3,17222402930966606417
derived_vectors,change_density,stateful_event,frame_total,256,1,16,10,2001,3,288,3,112.944,100,100,200,19000,8853982.301,545.730,0,0,0,9216,0,84,9300,4,17222402930966606417
derived_vectors,change_density,tick_selective,frame_total,256,1,16,10,2001,3,288,3,467.566,500,500,600,16800,2138734.502,1898.585,0,0,0,11264,0,84,11348,3,17222402930966606417
derived_vectors,change_density,stateless_full,tick_only,256,1,16,10,2001,3,24576,256,2516.692,2300,2800,3500,21800,397347.048,9628.648,0,0,0,6144,3072,0,9216,3,17222402930966606417
derived_vectors,change_density,stateful_event,tick_only,256,1,16,10,2001,3,288,3,24.938,0,100,100,200,40100200.401,551.985,0,0,0,9216,0,84,9300,4,17222402930966606417
derived_vectors,change_density,tick_selective,tick_only,256,1,16,10,2001,3,288,3,485.357,500,600,700,23400,2060337.727,1970.806,0,0,0,11264,0,84,11348,3,17222402930966606417
derived_vectors,change_density,stateless_full,frame_total,256,1,16,11,2001,3,24576,256,2349.575,2300,2400,2800,19100,425608.848,8998.185,0,0,0,6144,3072,0,9216,3,13449556528274517143
derived_vectors,change_density,stateful_event,frame_total,256,1,16,11,2001,3,288,3,115.192,100,200,200,19200,8681127.983,562.220,0,0,0,9216,0,84,9300,4,13449556528274517143
derived_vectors,change_density,tick_selective,frame_total,256,1,16,11,2001,3,288,3,378.561,300,500,700,16600,2641584.158,1545.823,0,0,0,11264,0,84,11348,3,13449556528274517143
derived_vectors,change_density,stateless_full,tick_only,256,1,16,11,2001,3,24576,256,2430.435,2300,2800,3600,22300,411449.016,9331.804,0,0,0,6144,3072,0,9216,3,13449556528274517143
derived_vectors,change_density,stateful_event,tick_only,256,1,16,11,2001,3,288,3,22.489,0,100,100,100,44466666.667,512.937,0,0,0,9216,0,84,9300,4,13449556528274517143
derived_vectors,change_density,tick_selective,tick_only,256,1,16,11,2001,3,288,3,435.432,400,600,700,22000,2296568.346,1798.500,0,0,0,11264,0,84,11348,3,13449556528274517143
derived_vectors,change_density,stateless_full,frame_total,256,10,16,1,2001,26,24576,256,2496.302,2300,2800,3400,30800,400592.581,9716.412,0,0,0,6144,3072,0,9216,3,1372970978191571095
derived_vectors,change_density,stateful_event,frame_total,256,10,16,1,2001,26,2496,26,724.088,700,800,900,12000,1381047.691,3084.822,0,0,0,9216,0,728,9944,4,1372970978191571095
derived_vectors,change_density,tick_selective,frame_total,256,10,16,1,2001,26,2496,26,568.466,600,600,600,18300,1759120.879,2490.376,0,0,0,11264,0,728,11992,3,1372970978191571095
derived_vectors,change_density,stateless_full,tick_only,256,10,16,1,2001,26,24576,256,2347.076,2300,2300,2600,22700,426061.961,9199.114,0,0,0,6144,3072,0,9216,3,1372970978191571095
derived_vectors,change_density,stateful_event,tick_only,256,10,16,1,2001,26,2496,26,22.689,0,100,100,100,44074889.868,2990.803,0,0,0,9216,0,728,9944,4,1372970978191571095
derived_vectors,change_density,tick_selective,tick_only,256,10,16,1,2001,26,2496,26,530.335,500,600,600,11500,1885601.206,2457.394,0,0,0,11264,0,728,11992,3,1372970978191571095
derived_vectors,change_density,stateless_full,frame_total,256,10,16,2,2001,26,24576,256,2357.721,2300,2400,2700,18300,424138.370,9230.772,0,0,0,6144,3072,0,9216,3,14339042625924271233
derived_vectors,change_density,stateful_event,frame_total,256,10,16,2,2001,26,2496,26,719.840,700,800,800,10900,1389197.445,3052.029,0,0,0,9216,0,728,9944,4,14339042625924271233
derived_vectors,change_density,tick_selective,frame_total,256,10,16,2,2001,26,2496,26,562.619,600,600,600,11900,1777402.736,2461.943,0,0,0,11264,0,728,11992,3,14339042625924271233
derived_vectors,change_density,stateless_full,tick_only,256,10,16,2,2001,26,24576,256,2350.375,2300,2600,3100,19200,425464.056,9288.776,0,0,0,6144,3072,0,9216,3,14339042625924271233
derived_vectors,change_density,stateful_event,tick_only,256,10,16,2,2001,26,2496,26,22.339,0,100,100,100,44765100.671,2995.730,0,0,0,9216,0,728,9944,4,14339042625924271233
derived_vectors,change_density,tick_selective,tick_only,256,10,16,2,2001,26,2496,26,529.985,500,600,600,10700,1886845.827,2449.623,0,0,0,11264,0,728,11992,3,14339042625924271233
derived_vectors,change_density,stateless_full,frame_total,256,10,16,3,2001,26,24576,256,2354.573,2300,2400,2700,22700,424705.508,9222.999,0,0,0,6144,3072,0,9216,3,1665721473429676058
derived_vectors,change_density,stateful_event,frame_total,256,10,16,3,2001,26,2496,26,724.388,700,800,800,11900,1380476.026,3051.839,0,0,0,9216,0,728,9944,4,1665721473429676058
derived_vectors,change_density,tick_selective,frame_total,256,10,16,3,2001,26,2496,26,562.119,600,600,600,11000,1778982.930,2450.191,0,0,0,11264,0,728,11992,3,1665721473429676058
derived_vectors,change_density,stateless_full,tick_only,256,10,16,3,2001,26,24576,256,2333.333,2300,2300,2600,18000,428571.429,9174.472,0,0,0,6144,3072,0,9216,3,1665721473429676058
derived_vectors,change_density,stateful_event,tick_only,256,10,16,3,2001,26,2496,26,22.539,0,100,100,100,44368070.953,3000.090,0,0,0,9216,0,728,9944,4,1665721473429676058
derived_vectors,change_density,tick_selective,tick_only,256,10,16,3,2001,26,2496,26,542.029,500,600,900,10800,1844919.786,2508.005,0,0,0,11264,0,728,11992,3,1665721473429676058
derived_vectors,change_density,stateless_full,frame_total,256,10,16,4,2001,26,24576,256,2364.018,2300,2400,3000,18700,423008.625,9268.682,0,0,0,6144,3072,0,9216,3,6201491996659167178
derived_vectors,change_density,stateful_event,frame_total,256,10,16,4,2001,26,2496,26,735.582,700,800,800,31200,1359467.355,3048.237,0,0,0,9216,0,728,9944,4,6201491996659167178
derived_vectors,change_density,tick_selective,frame_total,256,10,16,4,2001,26,2496,26,565.267,600,600,800,11100,1769074.352,2470.663,0,0,0,11264,0,728,11992,3,6201491996659167178
derived_vectors,change_density,stateless_full,tick_only,256,10,16,4,2001,26,24576,256,2325.487,2300,2300,2400,17400,430017.407,9156.275,0,0,0,6144,3072,0,9216,3,6201491996659167178
derived_vectors,change_density,stateful_event,tick_only,256,10,16,4,2001,26,2496,26,23.188,0,100,100,100,43125000.000,2983.030,0,0,0,9216,0,728,9944,4,6201491996659167178
derived_vectors,change_density,tick_selective,tick_only,256,10,16,4,2001,26,2496,26,526.537,500,600,600,9600,1899202.733,2438.059,0,0,0,11264,0,728,11992,3,6201491996659167178
derived_vectors,change_density,stateless_full,frame_total,256,10,16,5,2001,26,24576,256,2334.583,2300,2400,2400,11700,428342.074,9150.779,0,0,0,6144,3072,0,9216,3,8253499430566742081
derived_vectors,change_density,stateful_event,frame_total,256,10,16,5,2001,26,2496,26,719.140,700,800,800,9500,1390548.992,3038.570,0,0,0,9216,0,728,9944,4,8253499430566742081
derived_vectors,change_density,tick_selective,frame_total,256,10,16,5,2001,26,2496,26,558.971,600,600,600,10000,1789003.129,2443.557,0,0,0,11264,0,728,11992,3,8253499430566742081
derived_vectors,change_density,stateless_full,tick_only,256,10,16,5,2001,26,24576,256,2432.384,2300,2700,2800,23400,411119.329,9612.156,0,0,0,6144,3072,0,9216,3,8253499430566742081
derived_vectors,change_density,stateful_event,tick_only,256,10,16,5,2001,26,2496,26,22.939,0,100,100,100,43594771.242,2983.031,0,0,0,9216,0,728,9944,4,8253499430566742081
derived_vectors,change_density,tick_selective,tick_only,256,10,16,5,2001,26,2496,26,521.389,500,600,600,3500,1917952.650,2436.922,0,0,0,11264,0,728,11992,3,8253499430566742081
