platform,compiler,build_flags,algorithm,variant,workload,parameter,repetition,iterations,timer_overhead_ns,mean_ns,median_ns,p95_ns,p99_ns,max_ns,throughput_updates_s,cpu_utilization_pct,cycles_per_update,deadline_1us_misses,deadline_10us_misses,deadline_100us_misses,persistent_bytes,history_bytes,temporary_bytes,bytes_read_per_update,checksum
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","sliding_mean","full_recompute","continuous",16,5,12000,0,8.017,0,100,100,208100,124740124.740,0.000,30.692,5,5,1,0,128,0,128,6045763259776721384
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","rolling_max","hidden_incremental","continuous",16,5,12000,0,15.792,0,100,100,400,63324538.259,0.000,53.671,0,0,0,49184,0,0,8,16875857350270652090
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","rolling_max","full_recompute","continuous",16,6,12000,0,10.108,0,100,100,12400,98928276.999,0.000,38.562,1,1,0,0,64,0,64,16875857350270652090
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","sliding_mean","hidden_incremental","continuous",16,6,12000,0,5.567,0,100,100,500,179640718.563,0.000,21.430,0,0,0,168,128,0,8,6045763259776721384
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","sliding_mean","explicit_incremental","continuous",16,6,12000,0,5.517,0,100,100,200,181268882.175,0.000,21.146,0,0,0,168,128,0,8,6045763259776721384
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","sliding_mean","full_recompute","continuous",16,6,12000,0,5.583,0,100,100,15500,179104477.612,0.000,21.399,3,2,0,0,128,0,128,6045763259776721384
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","rolling_max","hidden_incremental","continuous",16,6,12000,0,12.550,0,100,100,600,79681274.900,0.000,47.887,0,0,0,49184,0,0,8,16875857350270652090
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","rolling_max","explicit_incremental","continuous",16,6,12000,0,11.075,0,100,100,10300,90293453.725,0.000,42.260,2,1,0,49184,0,0,8,16875857350270652090
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","sliding_mean","hidden_incremental","continuous",16,7,12000,0,5.475,0,100,100,300,182648401.826,0.000,20.925,0,0,0,168,128,0,8,6045763259776721384
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","sliding_mean","explicit_incremental","continuous",16,7,12000,0,5.417,0,100,100,20400,184615384.615,0.000,20.767,1,1,0,168,128,0,8,6045763259776721384
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","sliding_mean","full_recompute","continuous",16,7,12000,0,8.225,0,100,100,300,121580547.112,0.000,31.514,0,0,0,0,128,0,128,6045763259776721384
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","rolling_max","hidden_incremental","continuous",16,7,12000,0,12.642,0,100,100,700,79103493.738,0.000,48.266,0,0,0,49184,0,0,8,16875857350270652090
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","rolling_max","explicit_incremental","continuous",16,7,12000,0,14.392,0,100,100,400,69484655.472,0.000,53.513,0,0,0,49184,0,0,8,16875857350270652090
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","rolling_max","full_recompute","continuous",16,7,12000,0,10.217,0,100,100,800,97879282.219,0.000,38.941,0,0,0,0,64,0,64,16875857350270652090
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","sliding_mean","hidden_incremental","continuous",64,1,12000,0,6.392,0,100,100,500,156453715.776,20371.578,23.327,0,0,0,552,512,0,8,14428824853121788438
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","sliding_mean","explicit_incremental","continuous",64,1,12000,0,5.508,0,100,100,1000,181543116.490,0.000,21.083,0,0,0,552,512,0,8,14428824853121788438
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","sliding_mean","full_recompute","continuous",64,1,12000,0,17.542,100,100,100,10200,57007125.891,0.000,66.694,1,1,0,0,512,0,512,14428824853121788438
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","rolling_max","hidden_incremental","continuous",64,1,12000,0,12.425,0,100,100,300,80482897.384,0.000,47.413,0,0,0,49184,0,0,8,9178546068091772445
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","rolling_max","explicit_incremental","continuous",64,1,12000,0,13.025,0,100,100,600,76775431.862,0.000,49.815,0,0,0,49184,0,0,8,9178546068091772445
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","rolling_max","full_recompute","continuous",64,1,12000,0,13.417,0,100,100,11000,74534161.491,0.000,51.047,1,1,0,0,256,0,256,9178546068091772445
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","sliding_mean","explicit_incremental","continuous",64,2,12000,0,5.500,0,100,100,800,181818181.818,0.000,21.083,0,0,0,552,512,0,8,14428824853121788438
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","sliding_mean","full_recompute","continuous",64,2,12000,0,20.933,100,100,100,18700,47770700.637,0.000,77.725,1,1,0,0,512,0,512,14428824853121788438
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","rolling_max","hidden_incremental","continuous",64,2,12000,0,13.175,0,100,100,400,75901328.273,0.000,50.226,0,0,0,49184,0,0,8,9178546068091772445
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","rolling_max","explicit_incremental","continuous",64,2,12000,0,13.567,0,100,100,12600,73710073.710,0.000,51.648,1,1,0,49184,0,0,8,9178546068091772445
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","rolling_max","full_recompute","continuous",64,2,12000,0,22.167,0,100,100,11400,45112781.955,0.000,60.182,1,1,0,0,256,0,256,9178546068091772445
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","sliding_mean","hidden_incremental","continuous",64,2,12000,0,5.658,0,100,100,1100,176730486.009,0.000,21.747,1,0,0,552,512,0,8,14428824853121788438
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","sliding_mean","full_recompute","continuous",64,3,12000,0,20.200,100,100,100,23800,49504950.495,0.000,76.871,1,1,0,0,512,0,512,14428824853121788438
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","rolling_max","hidden_incremental","continuous",64,3,12000,0,13.675,0,100,100,800,73126142.596,0.000,52.154,0,0,0,49184,0,0,8,9178546068091772445
"Windows x86-64","Clang 21.1.0 ","-std=c11 -O3 -Wall -Wextra -Wpedantic","rolling_max","explicit_incremental","continuous",64,3,12000,0,13.550,0,100,100,20300,73800738.007,9609.471,51.616,1,1,0,49184,0,0,8,9178546068091772445
