algorithm,workload,variant,phase,entities,change_percent,work_rounds,repetitions,total_samples,mean_ns,mean_ci95_low_ns,mean_ci95_high_ns,median_ns,p95_ns,p99_ns,maximum_ns,throughput_per_s,cycles_per_tick,miss_100us_pct,miss_1ms_pct,miss_16_67ms_pct,changed_entities,arithmetic_per_tick,vector_multiplies_per_tick,vector_adds_per_tick,persistent_bytes,temporary_bytes,event_bytes,working_bytes,source_call_depth,checksum_consistent,mean_ratio_to_stateful,p99_increment_over_stateful_ns,working_memory_ratio_to_stateful
derived_vectors,arithmetic_calibration,stateful_event,frame_total,4096,100,1,11,13420,26921.229727272726,26399.357881864285,27443.101572681167,25900.0,30300.0,39400.0,107800.0,37433.992,135774.793,0.014903129657228018,0.0,0.0,4096,24576,4096,4096,147456,0,114688,262144,4,0,1.0,0.0,1.0
derived_vectors,arithmetic_calibration,stateful_event,frame_total,4096,100,4,11,3355,43870.67063636363,43707.81970209786,44033.521570629404,42900.0,50900.0,57900.0,84100.0,22768.16,199725.711,0.0,0.0,0.0,4096,98304,16384,16384,147456,0,114688,262144,4,0,1.0,0.0,1.0
derived_vectors,arithmetic_calibration,stateful_event,frame_total,4096,100,16,11,836,115179.06709090908,113394.60239076409,116963.53179105408,111500.0,132400.0,142400.0,220600.0,8725.002,479639.829,100.0,0.0,0.0,4096,393216,65536,65536,147456,0,114688,262144,4,0,1.0,0.0,1.0
derived_vectors,arithmetic_calibration,stateful_event,frame_total,4096,100,64,11,341,401927.56590909086,383648.0252258846,420207.10659229715,392900.0,416400.0,428100.0,685700.0,2523.279,1536446.387,100.0,0.0,0.0,4096,1572864,262144,262144,147456,0,114688,262144,4,0,1.0,0.0,1.0
derived_vectors,arithmetic_calibration,stateful_event,frame_total,4096,100,96,11,341,584716.7155454545,567425.5312000985,602007.8998908106,573200.0,593800.0,603600.0,690300.0,1741.71,2207342.548,100.0,0.0,0.0,4096,2359296,393216,393216,147456,0,114688,262144,4,0,1.0,0.0,1.0
derived_vectors,arithmetic_calibration,stateful_event,frame_total,4096,100,128,11,341,753285.0440909091,749162.8958871439,757407.1922946742,749400.0,768900.0,783800.0,817100.0,1333.878,2874347.71,100.0,0.0,0.0,4096,3145728,524288,524288,147456,0,114688,262144,4,0,1.0,0.0,1.0
derived_vectors,arithmetic_calibration,stateful_event,frame_total,4096,100,160,11,341,956714.3694545454,933792.505041353,979636.2338677378,939200.0,989500.0,992400.0,1529100.0,1062.16,3594405.935,100.0,12.609970674486803,0.0,4096,3932160,655360,655360,147456,0,114688,262144,4,0,1.0,0.0,1.0
derived_vectors,arithmetic_calibration,stateful_event,frame_total,4096,100,192,11,341,1126867.4485454545,1118178.676586478,1135556.220504431,1118100.0,1145800.0,1164600.0,1756800.0,889.726,4285282.419,100.0,100.0,0.0,4096,4718592,786432,786432,147456,0,114688,262144,4,0,1.0,0.0,1.0
derived_vectors,arithmetic_calibration,stateful_event,frame_total,4096,100,256,11,341,1491793.5483636362,1485233.949140081,1498353.1475871915,1485100.0,1511100.0,1526700.0,1734400.0,671.618,5670277.968,100.0,100.0,0.0,4096,6291456,1048576,1048576,147456,0,114688,262144,4,0,1.0,0.0,1.0
derived_vectors,arithmetic_calibration,stateful_event,frame_total,4096,100,1024,11,341,5947176.246363636,5897262.008943071,5997090.483784202,5895000.0,6094800.0,6580300.0,8812400.0,168.429,22346105.161,100.0,100.0,0.0,4096,25165824,4194304,4194304,147456,0,114688,262144,4,0,1.0,0.0,1.0
derived_vectors,arithmetic_calibration,stateful_event,tick_only,4096,100,1,11,13420,26.78081818181818,25.46991389392926,28.0917224697071,0.0,100.0,100.0,500.0,37308868.502,135904.123,0.0,0.0,0.0,4096,24576,4096,4096,147456,0,114688,262144,4,0,1.0,0.0,1.0
derived_vectors,arithmetic_calibration,stateful_event,tick_only,4096,100,4,11,3355,24.82872727272727,23.025675119776153,26.63177942567839,0.0,100.0,100.0,600.0,40666666.667,197361.6,0.0,0.0,0.0,4096,98304,16384,16384,147456,0,114688,262144,4,0,1.0,0.0,1.0
derived_vectors,arithmetic_calibration,stateful_event,tick_only,4096,100,16,11,836,34.80854545454545,28.26095447314313,41.356136435947775,0.0,100.0,200.0,300.0,28148148.148,475637.211,0.0,0.0,0.0,4096,393216,65536,65536,147456,0,114688,262144,4,0,1.0,0.0,1.0
derived_vectors,arithmetic_calibration,stateful_event,tick_only,4096,100,64,11,341,44.57472727272727,33.490385725171436,55.65906882028311,0.0,100.0,200.0,500.0,23846153.846,1523880.677,0.0,0.0,0.0,4096,1572864,262144,262144,147456,0,114688,262144,4,0,1.0,0.0,1.0
derived_vectors,arithmetic_calibration,stateful_event,tick_only,4096,100,96,11,341,39.882636363636365,30.130096149379582,49.63517657789315,0.0,100.0,100.0,400.0,28181818.182,2191252.806,0.0,0.0,0.0,4096,2359296,393216,393216,147456,0,114688,262144,4,0,1.0,0.0,1.0
derived_vectors,arithmetic_calibration,stateful_event,tick_only,4096,100,128,11,341,39.882636363636365,28.736872004604756,51.028400722667975,0.0,100.0,200.0,300.0,25833333.333,2880881.387,0.0,0.0,0.0,4096,3145728,524288,524288,147456,0,114688,262144,4,0,1.0,0.0,1.0
derived_vectors,arithmetic_calibration,stateful_event,tick_only,4096,100,160,11,341,43.98827272727272,31.49190492793246,56.484640526612985,0.0,100.0,200.0,300.0,23846153.846,3620088.065,0.0,0.0,0.0,4096,3932160,655360,655360,147456,0,114688,262144,4,0,1.0,0.0,1.0
derived_vectors,arithmetic_calibration,stateful_event,tick_only,4096,100,192,11,341,52.785999999999994,40.252002837419234,65.31999716258076,0.0,200.0,200.0,300.0,20666666.667,4288145.71,0.0,0.0,0.0,4096,4718592,786432,786432,147456,0,114688,262144,4,0,1.0,0.0,1.0
derived_vectors,arithmetic_calibration,stateful_event,tick_only,4096,100,256,11,341,43.98827272727272,32.14788029922552,55.828665155319925,0.0,100.0,200.0,300.0,28181818.182,5677288.968,0.0,0.0,0.0,4096,6291456,1048576,1048576,147456,0,114688,262144,4,0,1.0,0.0,1.0
derived_vectors,arithmetic_calibration,stateful_event,tick_only,4096,100,1024,11,341,66.86218181818182,46.25657857994871,87.46778505641494,0.0,100.0,300.0,400.0,19375000.0,22394215.355,0.0,0.0,0.0,4096,25165824,4194304,4194304,147456,0,114688,262144,4,0,1.0,0.0,1.0
derived_vectors,arithmetic_calibration,stateless_full,frame_total,4096,100,1,11,13420,13287.473909090908,12612.523119562007,13962.424698619809,12100.0,19100.0,23800.0,62100.0,75983.583,85146.627,0.0,0.0,0.0,4096,24576,4096,4096,98304,49152,0,147456,3,0,0.49356860900116856,-15600.0,0.5625
derived_vectors,arithmetic_calibration,stateless_full,frame_total,4096,100,4,11,3355,25059.67209090909,23936.857469132752,26182.48671268543,23500.0,30600.0,37800.0,85800.0,41208.42,123844.557,0.0,0.0,0.0,4096,98304,16384,16384,98304,49152,0,147456,3,0,0.5712169822664522,-20100.0,0.5625
derived_vectors,arithmetic_calibration,stateless_full,frame_total,4096,100,16,11,836,91868.66027272727,86541.7262614829,97195.59428397164,83300.0,107000.0,130600.0,197000.0,11295.908,374354.118,22.129186602870814,0.0,0.0,4096,393216,65536,65536,98304,49152,0,147456,3,0,0.7976159435309259,-11800.0,0.5625
derived_vectors,arithmetic_calibration,stateless_full,frame_total,4096,100,64,11,341,365092.0819090909,355803.63670317264,374380.5271150092,353400.0,382200.0,407500.0,866400.0,2784.414,1403153.129,100.0,0.0,0.0,4096,1572864,262144,262144,98304,49152,0,147456,3,0,0.9083529294222843,-20600.0,0.5625
derived_vectors,arithmetic_calibration,stateless_full,frame_total,4096,100,96,11,341,553801.4662727272,532290.3043969816,575312.6281484729,532100.0,549900.0,585300.0,1165100.0,1864.583,2061605.548,100.0,0.5865102639296188,0.0,4096,2359296,393216,393216,98304,49152,0,147456,3,0,0.9471278168542044,-18300.0,0.5625
derived_vectors,arithmetic_calibration,stateless_full,frame_total,4096,100,128,11,341,719273.3138181819,716635.1917390247,721911.435897339,718400.0,737000.0,745300.0,783800.0,1388.883,2756054.903,100.0,0.0,0.0,4096,3145728,524288,524288,98304,49152,0,147456,3,0,0.9548487912516918,-38500.0,0.5625
derived_vectors,arithmetic_calibration,stateless_full,frame_total,4096,100,160,11,341,918231.0849090909,905602.4872786873,930859.6825394945,905900.0,929300.0,937200.0,1652300.0,1096.693,3479796.129,100.0,2.6392961876832843,0.0,4096,3932160,655360,655360,98304,49152,0,147456,3,0,0.9597755758937799,-55200.0,0.5625
derived_vectors,arithmetic_calibration,stateless_full,frame_total,4096,100,192,11,341,1092282.698090909,1086294.8052776323,1098270.5909041858,1085600.0,1113100.0,1144900.0,1758300.0,916.813,4158070.065,100.0,100.0,0.0,4096,4718592,786432,786432,98304,49152,0,147456,3,0,0.969308945342962,-19700.0,0.5625
derived_vectors,arithmetic_calibration,stateless_full,frame_total,4096,100,256,11,341,1464850.1465454546,1448294.755999551,1481405.5370913583,1450900.0,1481800.0,1503700.0,2346500.0,687.179,5529655.871,100.0,100.0,0.0,4096,6291456,1048576,1048576,98304,49152,0,147456,3,0,0.9819389205378076,-23000.0,0.5625
derived_vectors,arithmetic_calibration,stateless_full,frame_total,4096,100,1024,11,341,6006395.8945454545,5988780.712984997,6024011.076105912,5976300.0,6354600.0,6778300.0,7287800.0,166.519,22627496.129,100.0,100.0,0.0,4096,25165824,4194304,4194304,98304,49152,0,147456,3,0,1.0099576077332546,198000.0,0.5625
derived_vectors,arithmetic_calibration,stateless_full,tick_only,4096,100,1,11,13420,10139.366636363637,9864.15214569155,10414.581127035723,9500.0,13700.0,18800.0,55300.0,98380.75,85345.61,0.0,0.0,0.0,4096,24576,4096,4096,98304,49152,0,147456,3,0,378.6055589312568,18700.0,0.5625
derived_vectors,arithmetic_calibration,stateless_full,tick_only,4096,100,4,11,3355,21672.876272727273,21245.85541904866,22099.897126405886,20900.0,24800.0,32400.0,135500.0,46579.819,123141.925,0.029806259314456036,0.0,0.0,4096,98304,16384,16384,98304,49152,0,147456,3,0,872.8951764085591,32300.0,0.5625
derived_vectors,arithmetic_calibration,stateless_full,tick_only,4096,100,16,11,836,87118.89945454545,83475.98499011654,90761.81391897435,80000.0,106400.0,126500.0,220000.0,11749.428,376310.539,14.5933014354067,0.0,0.0,4096,393216,65536,65536,98304,49152,0,147456,3,0,2502.802065323562,126300.0,0.5625
derived_vectors,arithmetic_calibration,stateless_full,tick_only,4096,100,64,11,341,350571.84763636364,346740.46933636547,354403.2259363618,346400.0,366500.0,378900.0,499200.0,2873.084,1364476.71,100.0,0.0,0.0,4096,1572864,262144,262144,98304,49152,0,147456,3,0,7864.811948066781,378700.0,0.5625
derived_vectors,arithmetic_calibration,stateless_full,tick_only,4096,100,96,11,341,551500.2931818181,530120.476353028,572880.1100106082,531700.0,556000.0,567800.0,1150100.0,1874.222,2066536.387,100.0,0.2932551319648094,0.0,4096,2359296,393216,393216,98304,49152,0,147456,3,0,13828.080173873796,567700.0,0.5625
derived_vectors,arithmetic_calibration,stateless_full,tick_only,4096,100,128,11,341,721058.0645454546,712097.2428939069,730018.8861970023,714900.0,737400.0,748900.0,1307900.0,1394.876,2751515.484,100.0,0.2932551319648094,0.0,4096,3145728,524288,524288,98304,49152,0,147456,3,0,18079.49850584328,748700.0,0.5625
derived_vectors,arithmetic_calibration,stateless_full,tick_only,4096,100,160,11,341,908121.9940909091,899752.9036416253,916491.084540193,902100.0,926000.0,935100.0,1168200.0,1102.16,3469481.387,100.0,0.2932551319648094,0.0,4096,3932160,655360,655360,98304,49152,0,147456,3,0,20644.638622690763,934900.0,0.5625
derived_vectors,arithmetic_calibration,stateless_full,tick_only,4096,100,192,11,341,1097154.5454545454,1083559.4180214955,1110749.6728875954,1083800.0,1114700.0,1149100.0,1818000.0,920.583,4165056.774,100.0,100.0,0.0,4096,4718592,786432,786432,98304,49152,0,147456,3,0,20784.953310622997,1148900.0,0.5625
derived_vectors,arithmetic_calibration,stateless_full,tick_only,4096,100,256,11,341,1459771.8475454545,1448983.1544058775,1470560.5406850316,1449500.0,1484800.0,1507300.0,2260700.0,687.958,5565199.742,100.0,100.0,0.0,4096,6291456,1048576,1048576,98304,49152,0,147456,3,0,33185.477788501485,1507100.0,0.5625
derived_vectors,arithmetic_calibration,stateless_full,tick_only,4096,100,1024,11,341,6035744.867909091,6010460.638202429,6061029.097615752,5988500.0,6285700.0,6852900.0,7442700.0,165.387,22686838.645,100.0,100.0,0.0,4096,25165824,4194304,4194304,98304,49152,0,147456,3,0,90271.43152944182,6852600.0,0.5625
derived_vectors,arithmetic_calibration,tick_selective,frame_total,4096,100,1,11,13420,22934.91809090909,22186.917485919348,23682.918695898832,21200.0,30800.0,39000.0,211700.0,44358.959,119663.864,0.022354694485842028,0.0,0.0,4096,24576,4096,4096,180224,0,114688,294912,3,0,0.8519268370446957,-400.0,1.125
derived_vectors,arithmetic_calibration,tick_selective,frame_total,4096,100,4,11,3355,33610.84954545454,32364.25914958457,34857.43994132451,31600.0,40900.0,49100.0,127900.0,30754.959,154473.348,0.05961251862891207,0.0,0.0,4096,98304,16384,16384,180224,0,114688,294912,3,0,0.7661348472205732,-8800.0,1.125
derived_vectors,arithmetic_calibration,tick_selective,frame_total,4096,100,16,11,836,102177.99045454546,93955.60648917675,110400.37441991418,89400.0,115300.0,142800.0,182100.0,10530.108,397476.461,40.430622009569376,0.0,0.0,4096,393216,65536,65536,180224,0,114688,294912,3,0,0.8871229211632521,400.0,1.125
derived_vectors,arithmetic_calibration,tick_selective,frame_total,4096,100,64,11,341,368273.90027272725,358310.02908240724,378237.77146304725,359400.0,388200.0,406000.0,759100.0,2752.571,1408707.968,100.0,0.0,0.0,4096,1572864,262144,262144,180224,0,114688,294912,3,0,0.916269326886687,-22100.0,1.125
derived_vectors,arithmetic_calibration,tick_selective,frame_total,4096,100,96,11,341,557625.8065454545,537226.8574388917,578024.7556520174,539300.0,558300.0,592600.0,669500.0,1850.68,2078441.613,100.0,0.0,0.0,4096,2359296,393216,393216,180224,0,114688,294912,3,0,0.953668317871282,-11000.0,1.125
derived_vectors,arithmetic_calibration,tick_selective,frame_total,4096,100,128,11,341,726515.2492727273,722127.5597171697,730902.9388282849,721500.0,752500.0,762400.0,871300.0,1380.379,2766504.129,100.0,0.0,0.0,4096,3145728,524288,524288,180224,0,114688,294912,3,0,0.9644625961604103,-21400.0,1.125
derived_vectors,arithmetic_calibration,tick_selective,frame_total,4096,100,160,11,341,915387.6833636365,904276.5539466209,926498.8127806521,907300.0,936000.0,956600.0,1011600.0,1097.493,3473201.129,100.0,0.8797653958944281,0.0,4096,3932160,655360,655360,180224,0,114688,294912,3,0,0.9568035273532364,-35800.0,1.125
derived_vectors,arithmetic_calibration,tick_selective,frame_total,4096,100,192,11,341,1094714.076181818,1087364.6380156477,1102063.5143479884,1086800.0,1122800.0,1152400.0,1216300.0,913.024,4170660.516,100.0,100.0,0.0,4096,4718592,786432,786432,180224,0,114688,294912,3,0,0.9714665887233325,-12200.0,1.125
derived_vectors,arithmetic_calibration,tick_selective,frame_total,4096,100,256,11,341,1474487.390090909,1465250.22682453,1483724.5533572882,1466300.0,1508200.0,1533700.0,2210300.0,678.826,5606543.29,100.0,100.0,0.0,4096,6291456,1048576,1048576,180224,0,114688,294912,3,0,0.988399092963158,7000.0,1.125
derived_vectors,arithmetic_calibration,tick_selective,frame_total,4096,100,1024,11,341,5873617.5953636365,5843827.204221754,5903407.986505519,5838700.0,5975000.0,6508400.0,7256000.0,170.497,22073338.903,100.0,100.0,0.0,4096,25165824,4194304,4194304,180224,0,114688,294912,3,0,0.987631331584468,-71900.0,1.125
derived_vectors,arithmetic_calibration,tick_selective,tick_only,4096,100,1,11,13420,15778.233999999999,15166.145166000908,16390.32283399909,14500.0,23000.0,28500.0,91700.0,64435.712,119961.396,0.0,0.0,0.0,4096,24576,4096,4096,180224,0,114688,294912,3,0,589.1617609618825,28400.0,1.125
derived_vectors,arithmetic_calibration,tick_selective,tick_only,4096,100,4,11,3355,26558.658818181815,25413.420400414685,27703.897235948945,25000.0,34700.0,41000.0,84700.0,38686.928,158036.259,0.0,0.0,0.0,4096,98304,16384,16384,180224,0,114688,294912,3,0,1069.6745961422985,40900.0,1.125
derived_vectors,arithmetic_calibration,tick_selective,tick_only,4096,100,16,11,836,87825.47836363636,85732.81839263777,89918.13833463495,82000.0,106500.0,135200.0,156400.0,11406.616,400046.776,14.354066985645932,0.0,0.0,4096,393216,65536,65536,180224,0,114688,294912,3,0,2523.101072359452,135000.0,1.125
derived_vectors,arithmetic_calibration,tick_selective,tick_only,4096,100,64,11,341,358972.14063636365,352841.222706913,365103.0585658143,352000.0,392500.0,399300.0,646700.0,2807.92,1418606.484,100.0,0.0,0.0,4096,1572864,262144,262144,180224,0,114688,294912,3,0,8053.266112880923,399100.0,1.125
derived_vectors,arithmetic_calibration,tick_selective,tick_only,4096,100,96,11,341,551309.9706363636,532330.988841079,570288.9524316483,534400.0,562100.0,597000.0,1255000.0,1859.104,2098948.29,100.0,0.2932551319648094,0.0,4096,2359296,393216,393216,180224,0,114688,294912,3,0,13823.30810856399,596900.0,1.125
derived_vectors,arithmetic_calibration,tick_selective,tick_only,4096,100,128,11,341,724000.8798181819,711998.8061635818,736002.9534727819,715300.0,750700.0,764000.0,844800.0,1391.745,2769758.677,100.0,0.0,0.0,4096,3145728,524288,524288,180224,0,114688,294912,3,0,18153.28538507302,763800.0,1.125
derived_vectors,arithmetic_calibration,tick_selective,tick_only,4096,100,160,11,341,915753.3725454545,898947.3627931789,932559.3822977302,902900.0,935700.0,942400.0,1732100.0,1102.563,3494429.71,100.0,3.225806451612903,0.0,4096,3932160,655360,655360,180224,0,114688,294912,3,0,20818.125281324985,942200.0,1.125
derived_vectors,arithmetic_calibration,tick_selective,tick_only,4096,100,192,11,341,1087058.9441818183,1081146.014517875,1092971.8738457616,1081000.0,1130600.0,1138400.0,1269000.0,919.568,4179176.516,100.0,100.0,0.0,4096,4718592,786432,786432,180224,0,114688,294912,3,0,20593.698029436186,1138200.0,1.125
derived_vectors,arithmetic_calibration,tick_selective,tick_only,4096,100,256,11,341,1466659.2375454546,1457907.5752980935,1475410.8997928158,1457600.0,1496800.0,1516400.0,2128800.0,681.485,5614569.968,100.0,100.0,0.0,4096,6291456,1048576,1048576,180224,0,114688,294912,3,0,33342.05111072993,1516200.0,1.125
derived_vectors,arithmetic_calibration,tick_selective,tick_only,4096,100,1024,11,341,5885380.938454545,5829999.068703443,5940762.808205647,5834900.0,5967400.0,6070500.0,7610900.0,170.899,22071736.71,100.0,100.0,0.0,4096,25165824,4194304,4194304,180224,0,114688,294912,3,0,88022.56789134773,6070200.0,1.125
derived_vectors,change_density,stateful_event,frame_total,64,0,16,11,22011,25.073818181818183,23.711352193293063,26.436284170343303,0.0,100.0,100.0,18200.0,41172839.506,191.261,0.0,0.0,0.0,0,0,0,0,2304,0,0,2304,4,1,1.0,0.0,1.0
derived_vectors,change_density,stateful_event,frame_total,64,1,16,11,22011,51.288090909090904,50.34445458657734,52.23172723160447,100.0,100.0,100.0,8800.0,19617647.059,298.739,0.0,0.0,0.0,1,96,16,16,2304,0,28,2332,4,0,1.0,0.0,1.0
derived_vectors,change_density,stateful_event,frame_total,64,10,16,11,22011,214.27927272727274,211.84615370524818,216.7123917492973,200.0,300.0,300.0,15400.0,4709343.375,942.279,0.0,0.0,0.0,7,672,112,112,2304,0,196,2500,4,0,1.0,0.0,1.0
derived_vectors,change_density,stateful_event,frame_total,64,100,16,11,22011,1810.3084545454547,1762.8893535562606,1857.7275555346487,1800.0,1800.0,2100.0,43400.0,558268.002,7297.686,0.0,0.0,0.0,64,6144,1024,1024,2304,0,1792,4096,4,0,1.0,0.0,1.0
derived_vectors,change_density,stateful_event,frame_total,256,0,16,11,22011,23.824272727272728,23.308233533217802,24.340311921327654,0.0,100.0,100.0,200.0,42304439.746,182.731,0.0,0.0,0.0,0,0,0,0,9216,0,0,9216,4,1,1.0,0.0,1.0
derived_vectors,change_density,stateful_event,frame_total,256,1,16,11,22011,105.429,103.3189324278692,107.5390675721308,100.0,100.0,200.0,15700.0,9624819.625,505.923,0.0,0.0,0.0,3,288,48,48,9216,0,84,9300,4,0,1.0,0.0,1.0
