algorithm,variant,workload,parameter,repetitions,mean_ns,mean_ci95_low_ns,mean_ci95_high_ns,median_ns,p95_ns,p99_ns,maximum_observed_ns,throughput_updates_s,cycles_per_update,deadline_1us_miss_pct,deadline_10us_miss_pct,deadline_100us_miss_pct,persistent_bytes,history_bytes,temporary_bytes,bytes_read_per_update,baseline_variant,slowdown_ratio,relative_overhead_pct
sensor_monitor,periodic_recompute,no_change,1024,11,379.4908181818182,337.7741877537796,421.20744860985684,400.0,500.0,500.0,127600.0,2707239.158,1394.553,0.16454545454545455,0.020454545454545454,0.0009090909090909091,0,1024,0,1024,event_incremental,245.97248247009605,24497.248247009604
sensor_monitor,periodic_recompute,no_change,4096,11,1990.3868181818182,1632.1107647676408,2348.6628715959955,1600.0,2000.0,2600.0,18699300.0,596842.108,6208.496,100.0,0.47909090909090907,0.06227272727272727,0,4096,0,4096,event_incremental,645.7720327984898,64477.20327984898
sensor_monitor,periodic_recompute,one_percent,64,11,53.934363636363635,39.3847363815563,68.48399089117096,0.0,100.0,100.0,1154300.0,22291884.361,125.986,0.07454545454545454,0.018636363636363635,0.004090909090909091,0,64,0,64,event_incremental,7.8985781233358185,689.8578123335818
sensor_monitor,periodic_recompute,one_percent,1024,11,636.4409090909091,516.80030433458,756.0815138472383,400.0,600.0,600.0,6318100.0,1726921.848,1687.354,0.2768181818181818,0.14227272727272727,0.020454545454545454,0,1024,0,1024,event_incremental,28.28980599590252,2728.980599590252
sensor_monitor,periodic_recompute,one_percent,4096,11,1913.7204545454545,1624.793899502067,2202.6470095888417,1600.0,2000.0,2700.0,1335100.0,535634.419,6344.039,100.0,0.45181818181818184,0.05454545454545454,0,4096,0,4096,event_incremental,24.630759600308895,2363.0759600308897
sliding_mean,explicit_incremental,continuous,4,11,5.4580909090909095,5.444094739721229,5.47208707846059,0.0,100.0,100.0,15400.0,183608585.151,20.637,0.0015454545454545454,0.0003636363636363636,0.0,40,32,0,8,hidden_incremental,0.9862183383159763,-1.3781661684023727
sliding_mean,explicit_incremental,continuous,16,11,5.721454545454545,5.442367561260172,6.000541529648919,0.0,100.0,100.0,282600.0,181505642.69,20.851,0.007272727272727273,0.0019090909090909091,0.0001818181818181818,40,128,0,8,hidden_incremental,0.8850388828732544,-11.496111712674562
sliding_mean,explicit_incremental,continuous,64,11,7.579272727272727,4.640664021674244,10.51788143287121,0.0,100.0,100.0,3711400.0,169870615.215,21.727,0.017,0.007181818181818182,0.001,40,512,0,8,hidden_incremental,1.107815780382152,10.781578038215201
sliding_mean,explicit_incremental,continuous,256,11,7.533909090909091,6.480518176954625,8.587300004863557,0.0,100.0,100.0,3655500.0,137710697.367,22.479,0.025727272727272727,0.011909090909090909,0.0020909090909090908,40,2048,0,8,hidden_incremental,0.9544831557731068,-4.551684422689317
sliding_mean,explicit_incremental,continuous,1024,11,7.407,5.98097376253713,8.83302623746287,0.0,100.0,100.0,382400.0,143639636.879,22.592,0.01390909090909091,0.006,0.0001818181818181818,40,8192,0,8,hidden_incremental,0.5671002902424255,-43.289970975757456
sliding_mean,explicit_incremental,continuous,4096,11,8.770181818181818,6.038394307693714,11.501969328669922,0.0,100.0,100.0,215600.0,152479701.14,23.635,0.013636363636363636,0.007090909090909091,0.0006363636363636364,40,32768,0,8,hidden_incremental,1.1191907004802895,11.919070048028946
sliding_mean,full_recompute,continuous,4,11,4.0871818181818185,3.624923353675976,4.549440282687661,0.0,100.0,100.0,16600.0,244381267.361,15.426,0.002,0.00027272727272727274,0.0,0,32,0,32,explicit_incremental,0.7488299272139776,-25.117007278602244
sliding_mean,full_recompute,continuous,16,11,7.115181818181818,5.218941935149517,9.01142170121412,0.0,100.0,100.0,760600.0,177645959.327,20.941,0.007545454545454545,0.003363636363636364,0.00045454545454545455,0,128,0,128,explicit_incremental,1.2435966696326428,24.35966696326428
sliding_mean,full_recompute,continuous,64,11,27.90281818181818,22.270807029879194,33.534829333757166,100.0,100.0,100.0,10773900.0,37206187.389,99.177,0.03372727272727273,0.01609090909090909,0.0024545454545454545,0,512,0,512,explicit_incremental,3.6814638007964304,268.14638007964305
sliding_mean,full_recompute,continuous,256,11,209.059,161.5746423934835,256.5433576065165,200.0,200.0,300.0,8613200.0,5425729.896,556.498,0.169,0.06618181818181817,0.008,0,2048,0,2048,explicit_incremental,27.749073884135964,2674.9073884135964
sliding_mean,full_recompute,continuous,1024,11,853.5733636363638,704.7745125477846,1002.3722147249429,700.0,800.0,1000.0,26694400.0,1273043.682,2656.329,1.2532727272727273,0.20445454545454544,0.02509090909090909,0,8192,0,8192,explicit_incremental,115.2387422217313,11423.87422217313
sliding_mean,full_recompute,continuous,4096,11,4714.612181818182,4035.7758496909837,5393.44851394538,3000.0,3500.0,4500.0,12554400.0,194504.092,13348.36,98.62645454545455,0.6657272727272727,0.07681818181818181,0,32768,0,32768,explicit_incremental,537.5729123476242,53657.29123476242
sliding_mean,hidden_incremental,continuous,4,11,5.534363636363636,5.358569886792787,5.710157385934486,0.0,100.0,100.0,28400.0,183213762.246,20.631,0.0020909090909090908,0.00045454545454545455,0.0,40,32,0,8,,,
sliding_mean,hidden_incremental,continuous,16,11,6.464636363636364,5.378538984237145,7.550733743035583,0.0,100.0,100.0,118700.0,170373027.26,21.77,0.010636363636363637,0.003909090909090909,9.09090909090909e-05,40,128,0,8,,,
sliding_mean,hidden_incremental,continuous,64,11,6.841636363636363,6.151889730968319,7.531382996304407,0.0,100.0,100.0,497500.0,143957388.613,21.883,0.015818181818181818,0.008,0.0009090909090909091,40,512,0,8,,,
sliding_mean,hidden_incremental,continuous,256,11,7.8931818181818185,5.054052514760551,10.732311121603086,0.0,100.0,100.0,3824300.0,151020071.94,21.798,0.021,0.00890909090909091,0.0017272727272727272,40,2048,0,8,,,
sliding_mean,hidden_incremental,continuous,1024,11,13.061181818181819,5.307408260824575,20.814955375539064,0.0,100.0,100.0,1434700.0,127271570.258,22.418,0.021545454545454545,0.011727272727272727,0.0022727272727272726,40,8192,0,8,,,
sliding_mean,hidden_incremental,continuous,4096,11,7.836181818181819,6.070561283868218,9.60180235249542,0.0,100.0,100.0,2841900.0,147810100.973,25.278,0.017545454545454545,0.01,0.0014545454545454545,40,32768,0,8,,,
